NpcMsgBullfestCondition,AN1Index,AN2Index,AccessoryID,BO1Index,BO2Index,BagID,BottomsID,CapID,CombinationNum,EyeAcceID,FU1Index,FU2Index,GE1Index,GE2Index,HA1Index,HA2Index,HelmetID,KO1Index,KO2Index,OT1Index,OT2Index,ShoesID,SocksID,ToolID,TopsID,UmbrellaID,UniqueID,ZK1Index,ZK2Index
None,-1,-1,-2,-1,-1,-2,5736,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,3197,-2,334,-1,65535
None,-1,-1,-2,-1,-1,-2,11372,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,8097,-2,335,-1,65535
None,-1,-1,-2,-1,-1,-2,11373,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,8098,-2,336,-1,65535
None,-1,-1,-2,-1,-1,-2,11374,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,8099,-2,337,-1,65535
None,-1,-1,-2,-1,-1,-2,11375,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,8100,-2,338,-1,65535
None,-1,-1,-2,-1,-1,-2,11376,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,8101,-2,339,-1,65535
None,-1,-1,-2,-1,-1,-2,11377,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,8102,-2,340,-1,65535
None,-1,-1,-2,-1,-1,-2,11378,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,307,401,-1,-1,-2,-2,-2,8103,-2,341,-1,65535
None,-1,-1,-2,-1,-1,-2,5873,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,4366,-2,342,307,401
None,-1,-1,-2,-1,-1,-2,11398,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,7554,-2,343,307,401
None,-1,-1,-2,-1,-1,-2,11399,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,7555,-2,344,307,401
None,-1,-1,-2,-1,-1,-2,11400,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,7556,-2,345,307,401
None,-1,-1,-2,-1,-1,-2,11401,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,7557,-2,346,307,401
None,-1,-1,-2,-1,-1,-2,11402,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,7558,-2,347,307,401
None,-1,-1,-2,-1,-1,-2,11403,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,7559,-2,348,307,401
None,-1,-1,-2,-1,-1,-2,5873,8613,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4365,-2,349,307,401
None,-1,-1,-2,-1,-1,-2,11398,11821,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7548,-2,350,307,401
None,-1,-1,-2,-1,-1,-2,11399,11822,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7549,-2,351,307,401
None,-1,-1,-2,-1,-1,-2,11400,11823,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7550,-2,352,307,401
None,-1,-1,-2,-1,-1,-2,11401,11824,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7551,-2,353,307,401
None,-1,-1,-2,-1,-1,-2,11402,11825,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7552,-2,354,307,401
None,-1,-1,-2,-1,-1,-2,11403,11826,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7553,-2,355,307,401
None,-1,-1,6039,-1,-1,-2,-2,-2,1,-2,307,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7794,-2,356,-1,65535
None,-1,-1,6039,-1,-1,-2,-2,-2,1,-2,307,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3174,-2,357,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,307,401,-1,-1,5832,-1,-1,-1,-1,5609,-2,-2,4563,-2,358,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,307,401,-1,-1,-2,-1,-1,-1,-1,5609,-2,-2,11179,-2,359,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,3165,-2,360,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7816,-2,361,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,4361,-2,362,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7815,-2,363,-1,65535
None,307,401,-2,-1,-1,-2,4364,5293,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4488,-2,364,-1,65535
None,307,401,-2,-1,-1,-2,9270,11834,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9229,-2,365,-1,65535
None,307,401,-2,-1,-1,-2,9271,11835,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9230,-2,366,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7811,-2,367,-1,65535
None,-1,-1,-2,308,401,-2,-2,5447,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3232,-2,368,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,308,401,5368,-1,-1,-1,-1,-2,-2,-2,3610,-2,369,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,308,401,11829,-1,-1,-1,-1,-2,-2,-2,8635,-2,370,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,308,401,11830,-1,-1,-1,-1,-2,-2,-2,8636,-2,371,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,308,401,11831,-1,-1,-1,-1,-2,-2,-2,8637,-2,372,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,308,401,11832,-1,-1,-1,-1,-2,-2,-2,8638,-2,373,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,308,401,11833,-1,-1,-1,-1,-2,-2,-2,8639,-2,374,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,308,401,-1,-1,-2,-2,-2,4449,-2,375,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,308,401,-1,-1,-2,-2,-2,9512,-2,376,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,308,401,-1,-1,-2,-2,-2,9513,-2,377,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,308,401,-1,-1,-2,-2,-2,9514,-2,378,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,308,401,-1,-1,-2,-2,-2,9515,-2,379,-1,65535
BycycleSet,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,380,308,401
None,-1,-1,-2,-1,-1,-2,5721,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4421,-2,381,-1,65535
None,-1,-1,-2,-1,-1,-2,11363,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8059,-2,382,-1,65535
None,-1,-1,-2,-1,-1,-2,11364,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8060,-2,383,-1,65535
None,-1,-1,-2,-1,-1,-2,5702,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4205,-2,384,-1,65535
None,-1,-1,-2,-1,-1,-2,11365,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8045,-2,385,-1,65535
None,-1,-1,-2,-1,-1,-2,11366,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8046,-2,386,-1,65535
None,-1,-1,-2,-1,-1,-2,11367,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8047,-2,387,-1,65535
None,-1,-1,-2,-1,-1,-2,11368,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8048,-2,388,-1,65535
None,-1,-1,-2,-1,-1,-2,11369,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8049,-2,389,-1,65535
None,-1,-1,-2,-1,-1,-2,11370,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8050,-2,390,-1,65535
None,-1,-1,-2,-1,-1,-2,11371,-2,2,-2,308,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8051,-2,391,-1,65535
JockeySet,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,308,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,392,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,5608,-2,-2,3166,-2,393,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,10155,-2,-2,9412,-2,394,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,10156,-2,-2,9413,-2,395,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,10157,-2,-2,9414,-2,396,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,10158,-2,-2,9415,-2,397,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,10159,-2,-2,9416,-2,398,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,10160,-2,-2,9417,-2,399,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,308,401,10161,-2,-2,9418,-2,400,-1,65535
None,308,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,5687,-1,-1,-1,-1,-2,-2,-2,5127,-2,401,-1,65535
None,308,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,11611,-1,-1,-1,-1,-2,-2,-2,8647,-2,402,-1,65535
None,308,401,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,11612,-1,-1,-1,-1,-2,-2,-2,8648,-2,403,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,5364,-1,-1,-1,-1,-2,-2,-2,3460,-2,404,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11870,-1,-1,-1,-1,-2,-2,-2,9207,-2,405,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11871,-1,-1,-1,-1,-2,-2,-2,9208,-2,406,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11872,-1,-1,-1,-1,-2,-2,-2,9209,-2,407,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11873,-1,-1,-1,-1,-2,-2,-2,9210,-2,408,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11874,-1,-1,-1,-1,-2,-2,-2,9211,-2,409,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11875,-1,-1,-1,-1,-2,-2,-2,9212,-2,410,-1,65535
None,-1,-1,-2,309,401,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11876,-1,-1,-1,-1,-2,-2,-2,9213,-2,411,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,5831,-2,412,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,9405,-2,413,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,9406,-2,414,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,9407,-2,415,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,9408,-2,416,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,9409,-2,417,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,9410,-2,418,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,309,401,6041,-1,-1,-1,-1,-2,-2,-2,9411,-2,419,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,5334,309,401,-1,-1,5472,-2,-2,4588,-2,420,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,5346,309,401,-1,-1,5524,-2,-2,4590,-2,421,-1,65535
None,-1,-1,-2,-1,-1,-2,3408,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3265,-2,422,309,401
None,-1,-1,-2,-1,-1,-2,11354,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8104,-2,423,309,401
None,-1,-1,-2,-1,-1,-2,11355,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8105,-2,424,309,401
None,-1,-1,-2,-1,-1,-2,11356,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8106,-2,425,309,401
None,-1,-1,-2,-1,-1,-2,11357,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8107,-2,426,309,401
None,-1,-1,-2,-1,-1,-2,11358,-2,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,8108,-2,427,309,401
None,-1,-1,-2,-1,-1,-2,-2,5371,2,-2,309,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4681,-2,428,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,11819,2,-2,309,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9231,-2,429,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,11820,2,-2,309,401,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9232,-2,430,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,6921,2,-2,-1,-1,309,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4686,-2,431,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,6921,2,-2,-1,-1,309,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9496,-2,432,-1,65535
None,-1,-1,11013,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,5363,-1,-1,309,401,-2,-2,-2,4470,-2,433,-1,65535
None,-1,-1,2298,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11853,-1,-1,309,401,-2,-2,-2,7828,-2,434,-1,65535
None,-1,-1,11014,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11854,-1,-1,309,401,-2,-2,-2,7829,-2,435,-1,65535
None,-1,-1,11015,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11855,-1,-1,309,401,-2,-2,-2,7830,-2,436,-1,65535
None,-1,-1,11016,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11856,-1,-1,309,401,-2,-2,-2,7831,-2,437,-1,65535
None,-1,-1,11017,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11857,-1,-1,309,401,-2,-2,-2,7832,-2,438,-1,65535
None,-1,-1,11018,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11858,-1,-1,309,401,-2,-2,-2,7833,-2,439,-1,65535
None,-1,-1,11019,-1,-1,-2,-2,-2,2,-2,-1,-1,-1,-1,-1,-1,11859,-1,-1,309,401,-2,-2,-2,7834,-2,440,-1,65535
None,309,401,-2,-1,-1,-2,3309,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,3198,-2,441,-1,65535
None,309,401,-2,-1,-1,-2,11290,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8559,-2,442,-1,65535
None,309,401,-2,-1,-1,-2,11291,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8560,-2,443,-1,65535
None,309,401,-2,-1,-1,-2,11292,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8561,-2,444,-1,65535
None,309,401,-2,-1,-1,-2,11293,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8562,-2,445,-1,65535
None,309,401,-2,-1,-1,-2,11294,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8563,-2,446,-1,65535
None,309,401,-2,-1,-1,-2,4303,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,3198,-2,447,-1,65535
None,309,401,-2,-1,-1,-2,11339,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8559,-2,448,-1,65535
None,309,401,-2,-1,-1,-2,11340,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8560,-2,449,-1,65535
None,309,401,-2,-1,-1,-2,11341,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8561,-2,450,-1,65535
None,309,401,-2,-1,-1,-2,11342,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8562,-2,451,-1,65535
None,309,401,-2,-1,-1,-2,11343,-2,2,-2,-1,-1,-1,-1,-1,-1,5689,-1,-1,-1,-1,-2,-2,-2,8563,-2,452,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7820,-2,453,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7819,-2,454,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7818,-2,455,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7817,-2,456,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7821,-2,457,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7814,-2,458,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,307,401,-2,-2,-2,7812,-2,459,-1,65535
None,-1,-1,-2,302,401,-2,-2,5281,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3268,-2,460,-1,65535
None,-1,-1,-2,302,401,-2,-2,11814,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9204,-2,461,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8623,-2,462,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8622,-2,463,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8620,-2,464,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8619,-2,465,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,3219,-2,466,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8621,-2,467,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8617,-2,468,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,303,401,-1,-1,-2,-2,-2,8618,-2,469,-1,65535
None,203,401,-2,203,401,-2,-2,-2,2,-2,203,401,203,401,203,401,5692,203,401,203,401,12495,-2,12695,3336,-2,470,203,401
None,203,401,-2,203,401,-2,-2,-2,2,-2,203,401,203,401,203,401,5692,203,401,203,401,12495,-2,12695,12497,-2,471,203,401
None,-1,-1,-2,308,401,-2,-2,5447,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9626,-2,472,-1,65535
None,-1,-1,-2,308,401,-2,-2,5447,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9627,-2,473,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,11888,-1,-1,-1,-1,11989,-2,-2,9153,-2,474,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,11892,-1,-1,-1,-1,11988,-2,-2,9152,-2,475,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,5693,-1,-1,-1,-1,9847,-2,-2,5131,-2,476,-1,65535
None,-1,-1,-2,-1,-1,-2,11382,-2,2,-2,-1,-1,209,401,-1,-1,11891,-1,-1,-1,-1,-2,-2,-2,9138,-2,477,-1,65535
None,-1,-1,5666,-1,-1,-2,-2,-2,1,-2,-1,-1,211,401,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4484,-2,478,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,11890,-1,-1,-1,-1,11987,-2,-2,9154,-2,479,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,5693,-1,-1,-1,-1,9847,-2,-2,9155,-2,480,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,11888,-1,-1,-1,-1,11989,-2,-2,9156,-2,481,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,11889,-1,-1,-1,-1,11988,-2,-2,9157,-2,482,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,2,-2,-1,-1,209,401,-1,-1,11890,-1,-1,-1,-1,11988,-2,-2,9154,-2,483,-1,65535
None,-1,-1,-2,-1,-1,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,6091,-1,-1,209,401,-2,-2,-2,3441,-2,484,-1,65535
None,209,401,-2,-1,-1,-2,-2,10913,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,10906,-2,485,-1,65535
None,209,401,-2,-1,-1,-2,-2,12030,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,11995,-2,486,-1,65535
None,209,401,-2,-1,-1,-2,-2,12031,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,11996,-2,487,-1,65535
None,209,401,-2,-1,-1,-2,-2,12032,2,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,11997,-2,488,-1,65535
None,-1,-1,-2,210,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,4519,-2,489,-1,65535
None,-1,-1,-2,210,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7581,-2,490,-1,65535
None,205,401,-2,205,401,-2,-2,-2,1,-2,205,401,205,401,205,401,11697,205,401,205,401,-2,-2,-2,9631,-2,491,205,401
None,-1,-1,-2,210,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,7583,-2,492,-1,65535
None,-1,-1,-2,210,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,3685,-2,493,-1,65535
None,-1,-1,-2,210,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9149,-2,494,-1,65535
None,-1,-1,-2,210,401,-2,-2,-2,1,-2,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-2,-2,-2,9150,-2,495,-1,65535
