fdb1f290.HashRef,DefaultValue,FlagsFlowAccess,FlagsNetAccess,MaxValue,UniqueID,Key,Name,SendPlayReport,SyncNoCheck
None,0,EnableReadWrite,SpNpcOnly,1,529,MuseumPosterTodayflagpainting,フータ/博物館コンプポスター|美術品のポスター送った？,1,0
None,0,EnableReadWrite,SpNpcOnly,1,530,MuseumPosterTodayflagsea,フータ/博物館コンプポスター|海の幸のポスター送った？,1,0
None,0,EnableReadWrite,ReadOnly,1,531,SzaChangeSymbol,しずえ｜誰かが旗のデザイン変えた？,1,0
None,0,EnableReadWrite,ReadOnly,5,532,GotFakeArts,Tips|島全体で贋作購入した個数,1,0
None,0,DisableAccess,ReadOnly,1,533,VisitGulAFlag,ジョニーが来訪したフラグ,1,0
None,0,DisableAccess,ReadOnly,1,534,EnableBlackFriday,ゲーム進行的にブラックフライデー解禁,1,0
None,0,EnableReadWrite,HetHostOnly,1,535,KppTourStart,島内放送｜島の誰かにかっぺいツアー開始告知をした,1,0
Pre,0,EnableReadWrite,HetHostOnly,1,536,KppTourStartToday,島内放送｜今日が、初めて島の誰かにかっぺいツアー開始告知をした当日,1,0
None,0,EnableReadWrite,ReadOnly,1,537,RcoUnlockBridgeSlopePlus2,たぬきち｜橋、坂を追加で２つ作れるようになった？,1,0
None,0,EnableReadWrite,ReadOnly,1,538,UnlockCommuneExpandedBGM,コミューン島｜コミューン島拡張BGMが解禁済みか？,1,0
None,0,DisableAccess,ReadOnly,1,539,CommuneFoxShopGenuine,コミューン島｜つねきちの店で今週本物が並んだ,1,0
Pre,0,DisableAccess,ReadOnly,1,540,CommuneSloOpenToday,コミューン島レイジ開店当日,1,0
None,0,EnableReadWrite,ReadOnly,1,541,UnlockBuyRecipePitfallSeed,お店|おとしあなのタネのレシピの店売りを解禁するか？,1,0
None,0,DisableAccess,ReadOnly,10,542,GrowHaniwaPieceNum,Tips|ハニワのかけらがハニワに成長した個数,0,0
None,0,EnableReadWrite,ReadOnly,1,543,UnlockSzaResetHouse,しずえ｜NPCの家リセット解禁（家コーデが村の誰かのところで解禁）,1,0
Pre,0,EnableReadWrite,ReadOnly,1,544,RcoTipsDisableNoticeLoginBonus,Tips|タヌポートログボ出すの禁止か？（工事当日＆大晦日にON）,1,0
