263c3ced.HashRef,ItemShopSeasonality,ParentItemName,UniqueID,FashionThemeDaily,FashionThemeFairyland,FashionThemeFomal,FashionThemeHorror,FashionThemeOutdoor,FashionThemeParty,FashionThemeRelax,FashionThemeSport,FashionThemeStage,FashionThemeVacation,FashionThemeWork,83ccbe0f string64,Label,Name,UseColorGroupSort
None,AllYear,4578,451,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopYshirtsLBustier,ビスチェキャミ,0
None,AllYear,4579,452,1,1,0,0,0,0,0,0,0,0,0,,TopsTexOnepieceBoxLHouse,ハウスなプリントワンピ,0
None,AllYear,4584,453,1,0,0,0,0,0,0,0,0,0,0,,TopsTexOnepieceBoxLForest,フォレストなワンピース,0
Gymnastics,AllYear,4586,454,0,0,0,0,0,0,0,1,0,0,1,TshirtsH,TopsTexOnepieceOverallHRugby,ラグビーのユニフォーム,0
Drink_JuiceGrass,AllYear,4587,455,0,0,1,0,0,1,0,0,1,0,0,,TopsTexOnepieceBlongNSlip,スリップドレス,0
Shaki,AllYear,4588,456,0,1,0,1,0,0,0,0,0,0,0,,TopsTexOnepieceOverallLPlatearmorIron,アイアンアーマー,0
None,Winter,8329,457,1,0,0,0,1,0,0,0,0,0,0,,TopsTexOnepieceAlongLDowncoat,ロングダウンコート,0
Shaki,AllYear,4590,458,0,1,0,1,0,0,0,0,0,0,0,,TopsTexOnepieceOverallLPlatearmorGold,ゴールデンアーマー,0
None,AllYear,9723,459,1,0,1,0,0,1,0,0,0,0,0,,BottomsTexPantsWideSatin,サテンのパンツ,0
None,Winter,4594,460,1,0,0,0,0,0,0,0,0,0,0,,TopsTexOnepieceAlineLPcoat,スカートつきピーコート,0
None,Winter,4595,461,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLRainbow,レインボーなニット,0
None,Summer,4596,462,1,0,0,0,0,0,1,0,0,1,0,,TopsTexOnepieceAlongHCachecoeur,カシュクールワンピース,0
Book,AllYear,4597,463,1,0,0,0,0,0,1,0,0,0,1,,AccessoryGlassLoose,アンダーリムめがね,0
None,Winter,4598,464,1,1,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLBlouson,ボアブルゾン,0
None,Summer,4599,465,0,0,0,0,0,0,1,0,0,1,0,,TopsTexTopCoatNShirt,チュニックシャツ,0
None,AllYear,4600,466,0,1,0,0,0,1,0,0,1,0,0,,AccessoryMouthRabbit,ウサギのつけばな,0
None,Winter,4601,467,1,0,0,0,0,0,0,0,0,0,0,,TopsTexTopCoatLCoadigan,コーディガン,0
None,AllYear,9727,468,1,0,0,0,0,0,0,0,0,0,0,,BottomsTexPantsWideCorduroy,コーデュロイボトム,0
None,AllYear,4603,469,1,0,1,0,0,0,0,0,0,0,0,TshirtsL,TopsTexOnepieceOverallLVolendam,オランダなコスチューム,0
None,Winter,4604,470,1,0,0,0,1,0,1,0,0,0,0,,TopsTexOnepieceRibLBore,ボアパーカー,0
None,Winter,4605,471,1,0,0,0,0,0,0,0,0,0,0,,TopsTexTopCoatLPatchwork,パッチワークコート,0
None,Winter,4606,472,1,0,0,0,0,0,0,0,0,0,0,,TopsTexOnepieceBlongLBalmakarn,バルマカーンコート,0
None,AllYear,4607,473,1,0,1,0,0,0,0,0,0,0,0,,AccessoryGlassRound,ラウンドサングラス,0
None,AllYear,4608,474,0,0,0,0,1,0,0,0,0,0,0,,AccessoryGlassButterfly,バタフライサングラス,0
Book,AllYear,4609,475,1,0,0,0,0,0,0,0,0,0,1,,AccessoryGlassOval,オーバルめがね,0
None,AllYear,4610,476,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsLEarphone,イヤフォンコーデ,0
None,AllYear,8159,477,0,1,0,0,0,1,0,0,0,0,0,,TopsTexOnepieceOverallHArabia,アラビアひめなふく,0
None,AllYear,4612,478,1,1,1,0,0,1,0,0,0,1,0,,BottomsTexSkirtBoxLace,はながらレースのスカート,0
None,AllYear,4613,479,1,0,0,0,0,0,0,0,0,0,0,,TopsTexTopTshirtsLMulti,マルチボーダーニット,0
None,AllYear,4614,480,1,0,0,0,0,0,1,0,0,0,0,,BottomsTexSkirtAlineFlare,フレアスカート,0
None,Summer,4615,481,1,0,0,0,0,0,0,0,0,1,0,,TopsTexTopYshirtsHMadras,マドラスチェックシャツ,0
None,Summer,4616,482,0,0,0,0,0,0,0,0,0,1,0,,TopsTexOnepieceAlongNEthnic,エスニックワンピ,0
None,Summer,4617,483,1,0,0,0,0,0,0,0,0,1,0,,TopsTexOnepieceOverallNCombinaison,ショートコンビネゾン,0
HappyWait,AllYear,4646,484,0,0,0,0,0,1,0,0,0,1,0,,AccessoryGlassDot,ドットサングラス,0
None,AllYear,4647,485,0,1,0,0,0,1,0,0,1,0,0,,AccessoryMouthPig,ブタのつけばな,0
Drink_JuiceGrass,Winter,4648,486,0,1,0,0,0,1,0,0,0,0,0,,TopsTexOnepieceKimonoLIcequeen,こおりのじょおうなドレス,0
None,AllYear,4649,487,0,0,0,1,0,0,0,0,0,0,1,,AccessoryGlassmouthGasmask,ガスマスク,0
Drink_JuiceGrass,Winter,4650,488,0,0,1,0,0,1,0,0,0,0,0,,TopsTexOnepieceDressLNordic,さむいくにのドレス,0
None,AllYear,4652,489,0,0,0,0,0,0,1,0,0,0,0,,AccessoryMouthRice,ごはんつぶ,0
None,AllYear,4653,490,0,0,1,0,0,1,0,0,1,0,0,TshirtsL,TopsTexOnepieceOverallLMariachi,マリアッチのいしょう,0
None,AllYear,7929,491,0,0,0,0,0,1,0,0,0,0,0,,TopsTexOnepieceBoxLMarble,マーブルワンピース,0
Drink_JuiceGrass,Summer,4657,492,0,1,0,0,0,1,0,0,1,1,0,,TopsTexOnepieceAlongNMermaid,かいがらのドレス,0
None,AllYear,4661,493,1,0,0,0,1,0,0,0,0,0,0,,TopsTexOnepieceBlongLHippie,ポンチョふうニット,0
Drink_JuiceGrass,AllYear,4667,494,0,1,0,0,0,1,0,0,1,0,0,,AccessoryGlassVenetian,ベネチアンマスク,0
None,Summer,8390,495,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopCoatNTanktunic,タンクトップチュニック,0
Book,AllYear,4669,496,1,0,1,0,0,0,0,0,0,0,1,,AccessoryGlassWood,ウッドフレームめがね,0
None,AllYear,4671,497,1,0,0,1,0,0,1,0,0,0,0,,AccessoryMouthCrow,カラスマスク,0
None,AllYear,4672,498,0,1,1,0,0,1,0,0,0,0,0,,AccessoryMouthRollingmustache,まきヒゲ,0
None,Winter,4674,500,1,0,0,0,0,0,1,0,0,0,0,,TopsTexOnepieceRibLCardigan,モールロングカーディガン,0
None,Summer,8089,501,1,1,0,0,0,0,1,0,0,1,0,,TopsTexTopYshirtsNRibnoncami,リボンショルダーキャミ,0
None,AllYear,4676,502,1,0,0,0,0,0,1,0,1,0,0,,AccessoryMouthBeardChin,アゴひげ,0
None,AllYear,4677,503,0,0,0,0,1,0,1,1,0,0,0,,AccessoryMouthBandage,ばんそうこう,0
Dance,AllYear,4678,504,0,1,0,1,0,1,0,0,1,0,1,,AccessoryGlassmouthPierrot,ピエロのかめん,0
None,AllYear,4679,505,1,0,0,0,0,0,1,0,1,0,0,,AccessoryMouthBeardRound,ラウンドひげ,0
None,Winter,4680,506,1,0,0,0,1,0,0,0,0,0,0,,TopsTexTopOuterLFleece,がらものフリース,0
WalkObservation,AllYear,4681,507,0,0,0,0,0,0,0,0,0,0,1,,TopsTexTopCoatLDetective,めいたんていのふく,0
None,AllYear,4682,508,0,0,0,0,1,0,1,0,0,1,0,,AccessoryMouthLeaf,はっぱ,0
Drink_JuiceGrass,AllYear,11227,509,0,0,0,0,0,1,0,0,1,1,0,,AccessoryGlassRhinestone,ラインストーンめがね,0
Shaki,AllYear,4684,510,0,1,0,0,0,0,0,0,1,0,1,,AccessoryGlassHeromask,ヒーローマスク,0
WalkSpanner,AllYear,4685,511,0,1,0,0,0,0,0,0,1,0,0,,AccessoryGlassSteampunk,スチームパンクなゴーグル,0
None,AllYear,4686,512,0,1,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceBalloonHAngel,エンジェルなワンピース,0
None,AllYear,4710,513,0,0,0,1,0,0,1,0,0,0,0,,TopsTexTopTshirtsLLoose,ヨレヨレなシャツ,0
Prank,AllYear,4711,514,0,1,0,1,0,0,0,0,1,0,0,,TopsTexOnepieceOverallLDevil,デビルなふく,1
None,AllYear,4714,515,1,0,0,0,1,0,1,0,0,1,0,,ShoesSandalShower,シャワーサンダル,0
None,AllYear,4715,516,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopYshirtsLOpencollar,かいきんシャツ,0
None,AllYear,4716,517,1,0,0,0,1,0,0,1,0,0,0,,ShoesLowcutLeathersneker,レザーのスニーカー,0
None,Summer,4717,518,0,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsHMeme,ミームなふく,0
None,AllYear,4718,519,1,1,0,0,0,1,0,0,0,1,0,,SocksTexRibbon,リボンソックス,0
None,Winter,4721,520,1,0,0,0,1,0,0,0,0,0,0,,ShoesHighcutMouton,ムートンブーツ,0
None,AllYear,4723,521,1,1,1,0,0,1,0,0,1,0,1,,ShoesLowcutEnamelpumps,エナメルのパンプス,0
None,AllYear,4724,522,1,0,1,0,0,0,0,0,0,0,1,,ShoesLowcutLoafers,ローファー,0
None,Summer,4725,523,1,0,0,0,0,0,0,0,0,1,0,,ShoesSandalCrossbelt,クロスベルトサンダル,0
None,Winter,4728,524,1,0,0,0,1,0,0,0,0,0,0,,TopsTexTopYshirtsLQuilting,キルティングジャケット,0
None,Summer,4729,525,1,0,0,0,0,0,0,0,0,1,0,,TopsTexOnepieceAlongNStripe,ストライプのマキシワンピ,0
None,AllYear,4730,526,0,0,1,0,0,0,0,0,0,0,1,,ShoesLowcutBusiness,ビジネスシューズ,0
None,AllYear,4731,527,1,0,0,0,0,0,0,0,0,0,0,,TopsTexOnepieceAlineLJumperskirt,チェックのジャンパースカート,0
None,Winter,4732,528,1,0,0,0,0,1,0,0,0,0,0,,ShoesKneeVelour,ベロアブーツ,0
None,AllYear,4733,529,1,0,0,0,1,0,0,0,0,0,0,,ShoesKneeRainboots,レインブーツ,0
None,AllYear,4734,530,1,0,1,0,0,1,0,0,0,0,0,,ShoesSandalZori,ぞうり,0
Gymnastics,Winter,4735,531,0,0,0,0,1,0,0,1,0,0,0,,TopsTexTopOuterLSkidown,スキーダウンジャケット,0
None,Summer,4737,532,1,1,0,0,0,0,0,0,0,1,0,,TopsTexOnepieceAlineNLace,レースのワンピース,0
None,AllYear,4739,533,1,0,0,0,0,0,0,0,0,0,0,,CapHatSchool,つうがくぼう,0
None,Summer,4740,534,1,1,0,0,0,1,0,0,0,1,0,,TopsTexOnepieceBalloonNClover,クローバーなワンピース,0
None,AllYear,10007,535,1,0,0,0,1,0,1,1,0,0,0,,SocksTexSneakerin,スニーカーインソックス,0
None,Winter,4742,536,1,0,0,0,0,0,1,0,0,0,0,,SocksTexAlan,アランニットのソックス,0
None,AllYear,4743,537,0,0,0,0,0,1,0,0,1,0,0,,SocksTexSequins,スパンコールレギンス,0
None,AllYear,4744,538,1,0,0,0,1,0,0,1,0,0,0,,SocksTexLeggings,ストレッチレギンス,0
None,AllYear,9782,539,1,0,0,0,1,0,0,1,0,0,0,,SocksTexDenimleggings,デニムレギンス,1
None,AllYear,4746,540,1,0,0,0,1,0,0,1,0,0,0,,SocksTexLine,ラインソックス,0
None,AllYear,4747,541,0,0,1,0,0,1,0,0,1,0,0,,SocksTexGarter,ガーターつきストッキング,0
None,Winter,4748,542,1,0,0,0,1,0,1,0,0,0,0,,SocksTexNordic,ノルディックなソックス,1
None,AllYear,4749,543,1,0,1,0,0,1,0,0,0,0,0,,SocksTexTabi,たび,0
None,AllYear,4765,544,0,0,0,0,1,0,0,0,0,0,1,,TopsTexTopYshirtsLFactory,さぎょうふく,0
None,Winter,4766,545,1,1,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLBobble,ポンポンセーター,0
None,AllYear,4791,546,0,1,1,0,0,1,0,0,0,0,0,,TopsTexOnepieceDressLLady,しゅくじょなワンピース,0
None,AllYear,4792,547,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsLQuiet,つつましいニット,0
None,AllYear,4793,548,1,0,0,0,1,0,0,0,0,0,0,,TopsTexTopCoatLAnorak,アノラック,0
None,AllYear,4798,549,0,0,0,0,1,0,0,0,0,0,0,,TopsTexTopYshirtsLMultivest,たきのうベスト,0
Maracas,AllYear,4799,550,0,0,0,0,0,1,0,0,1,0,0,,CapHatNewyear,ニューイヤーハット,0
HappyWait,AllYear,4800,551,0,0,0,0,0,1,0,0,0,0,0,,CapHatBirthday,バースデーハット,0
HappyWait,AllYear,5096,552,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentTHyacinth1,ヒヤシンスのかんむり,0
HappyWait,AllYear,5097,553,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentTHyacinth2,ヒヤシンスのかんむり・クール,0
HappyWait,AllYear,5098,554,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentTHyacinth3,ヒヤシンスのかんむり・パープル,0
HappyWait,AllYear,5099,555,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentAnemones1,アネモネのかんむり,0
HappyWait,AllYear,5100,556,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentAnemones2,アネモネのかんむり・クール,0
HappyWait,AllYear,5101,557,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentAnemones3,アネモネのかんむり・パープル,0
HappyWait,AllYear,5102,558,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentTulip1,チューリップのかんむり,0
HappyWait,AllYear,5103,559,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentTulip2,チューリップのかんむり・シック,0
HappyWait,AllYear,5104,560,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentTulip3,チューリップのかんむり・ダーク,0
HappyWait,AllYear,5105,561,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentPansy1,パンジーのかんむり,0
HappyWait,AllYear,5106,562,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentPansy2,パンジーのかんむり・クール,0
HappyWait,AllYear,5107,563,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentPansy3,パンジーのかんむり・パープル,0
HappyWait,AllYear,5108,564,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentCosmos1,コスモスのかんむり,0
HappyWait,AllYear,5109,565,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentCosmos2,コスモスのかんむり・ラブリー,0
HappyWait,AllYear,5110,566,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentCosmos3,コスモスのかんむり・ダーク,0
HappyWait,AllYear,5111,567,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentRose1,バラのかんむり,0
HappyWait,AllYear,5112,568,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentRose2,バラのかんむり・キュート,0
HappyWait,AllYear,5113,569,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentRose3,バラのかんむり・シック,0
HappyWait,AllYear,5114,570,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentLily1,ユリのかんむり,0
HappyWait,AllYear,5115,571,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentLily2,ユリのかんむり・キュート,0
HappyWait,AllYear,5116,572,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentLily3,ユリのかんむり・ダーク,0
HappyWait,AllYear,5117,573,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentChrysanthemum1,キクのかんむり,0
HappyWait,AllYear,5118,574,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentChrysanthemum2,キクのかんむり・シック,0
HappyWait,AllYear,5119,575,0,1,0,0,0,1,0,0,0,1,0,,CapOrnamentChrysanthemum3,キクのかんむり・シンプル,0
None,Winter,5122,576,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopOuterLSnowcrystal,けっしょうのセーター,0
None,AllYear,5126,577,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopTshirtsLDamage,ダメージニット,0
Muscle,AllYear,5127,578,0,0,0,0,0,0,0,1,0,0,1,TshirtsN,TopsTexOnepieceOverallNWrestler,レスリングのユニフォーム,0
None,AllYear,5128,579,1,0,0,0,1,0,0,1,0,0,0,,CapHatSilkhat,メッシュキャップ,0
Shaki,AllYear,5129,580,0,0,1,0,0,1,0,0,1,0,1,,CapHatMeshcap,シルクハット,0
SmugFace,AllYear,5130,581,0,0,0,0,0,0,0,0,1,0,1,,TopsTexTopCoatLSamurai,かっちゅう,0
None,AllYear,5131,582,1,0,1,0,0,1,0,0,0,0,0,,TopsTexOnepieceBlongLChina,チャイナドレス,0
Broom,AllYear,9608,583,0,0,0,0,1,0,0,0,0,0,1,,TopsTexTopCoatLHandcover,うでカバーつきエプロン,0
Prank,AllYear,5133,584,0,1,0,1,0,0,0,0,0,0,0,TshirtsL,TopsTexOnepieceOverallLOgre,オニのふく,0
Grin,AllYear,5134,585,0,1,0,0,0,0,0,0,1,0,0,,TopsTexTopCoatLThiefBlack,かいとうのふく,0
Shaki,AllYear,5135,586,0,1,0,0,0,0,0,0,1,0,0,,TopsTexOnepieceAlineNSpace,スペースワンピース,0
WalkObservation,AllYear,5136,587,0,0,0,0,1,0,0,0,0,0,1,,CapHatExpedition,たんけんぼう,0
Book,AllYear,5137,588,0,0,1,0,0,0,0,0,0,0,1,,CapHatBachelor,がくしのぼうし,0
Maracas,AllYear,5138,589,0,0,1,0,0,1,0,0,1,0,0,,CapHatSombrero,ソンブレロ,0
None,AllYear,5139,590,0,0,0,0,0,0,0,0,0,0,1,,CapHatSafetyhat,あんぜんヘルメット,0
None,AllYear,5140,591,0,0,0,0,0,0,0,0,0,0,1,,CapHatCock,コックさんのぼうし,0
Shaki,AllYear,5141,592,0,0,1,0,0,0,0,0,0,0,1,,CapHatPolice,けいかんのぼうし,0
SmugFace,AllYear,5142,593,0,1,1,1,0,0,0,0,1,0,0,,CapHatPirate,かいぞくのぼうし,0
None,AllYear,5143,594,0,1,0,0,1,0,0,0,0,0,0,,CapHatAjiro,かさぼうし,0
None,Winter,5144,595,1,0,1,0,0,1,0,0,0,0,0,,CapHatUshanka,フェイクファーハット,0
None,AllYear,5145,596,0,0,0,0,0,0,0,0,0,0,1,,CapHatTriangle,さんかくきん,0
None,Winter,11731,597,1,0,0,0,1,0,1,0,0,0,0,,CapHatKnitcap,ニットキャップ,0
None,AllYear,11513,598,1,0,1,0,0,0,0,0,0,0,1,,CapHatHunting,ハンチング,0
None,AllYear,11516,599,0,0,0,0,1,0,0,0,0,0,1,,CapHatWorkcap,ワークキャップ,0
None,AllYear,5167,600,1,0,0,0,1,0,0,1,0,0,0,,SocksTexFootcover,フットカバー,0
None,AllYear,5168,601,1,0,0,0,0,0,1,0,0,0,0,,SocksTexMixtweed,ミックスツイードソックス,0
None,Winter,5169,602,0,0,0,0,1,0,1,0,0,0,0,,SocksTexLegwarmer,レッグウォーマー,0
None,AllYear,9792,603,0,0,0,0,1,0,0,1,0,0,1,,SocksTexCompression,コンプレッションタイツ,0
None,AllYear,5171,604,0,0,1,0,0,0,0,0,0,0,1,,SocksTexFolded,みつおりソックス,0
None,AllYear,5172,605,1,1,0,0,0,1,0,0,1,0,0,,SocksTexFrilledknee,フリルつきニーハイソックス,0
None,AllYear,8933,606,1,1,1,0,0,1,0,0,0,0,0,,SocksTexLace,レースのソックス,0
None,AllYear,8937,607,1,1,1,0,0,1,0,0,0,0,0,,SocksTexFrilled,フリルソックス,0
None,AllYear,5176,608,1,0,0,1,0,0,0,0,1,0,0,,SocksTexHoletights,あなあきタイツ,0
None,AllYear,5177,609,0,0,0,0,0,0,0,1,0,0,1,,SocksTexFootball,サッカーソックス,0
None,AllYear,5178,610,0,0,0,1,0,0,1,0,0,0,0,,SocksTexHole,あなあきソックス,0
None,Winter,5179,611,1,1,0,0,0,0,1,0,0,0,0,,SocksTexBobble,ポンポンソックス,0
None,AllYear,5180,612,1,0,0,0,0,0,0,0,0,0,0,,SocksTexMultiblock,マルチブロックソックス,1
None,Winter,5181,613,0,1,0,0,0,0,1,0,0,0,0,,SocksTexFluffy,もこもこソックス,0
WatchExist,AllYear,5182,614,0,0,0,0,0,0,1,0,0,0,0,,AccessoryGlassHmd,HMD,0
None,AllYear,5261,615,0,0,0,0,1,0,0,0,0,0,0,,AccessoryGlassNightvision,ナイトビジョン,0
None,AllYear,5262,616,1,0,0,0,0,0,1,0,0,0,0,,TopsTexTopYshirtsLKids,すこやかなセーター,0
Shaki,AllYear,5265,617,0,0,0,0,0,0,0,0,0,1,1,,CapHatSailor,ふなのりのぼうし,0
SmugFace,AllYear,5266,618,0,1,0,0,0,0,0,0,0,0,0,,CapHatViking,バイキングのかぶと,0
None,Winter,5195,619,1,0,0,0,0,0,1,0,0,0,0,,SockstTexOverlapping,かさねばきソックス,0
None,AllYear,5196,620,0,0,0,0,1,0,1,0,0,0,0,,SocksTexHandknit,てあみのソックス,0
None,AllYear,5197,621,0,0,0,0,0,0,0,1,0,0,0,,SocksTexAerobics,エアロビレギンス,0
None,AllYear,5198,622,1,0,0,0,0,0,0,0,0,0,0,,SocksTexPucker,くしゅくしゅソックス,0
None,AllYear,5199,623,1,0,0,0,0,0,1,0,0,0,0,,SocksTexBorder,ボーダーソックス,0
None,AllYear,5200,624,1,0,1,0,0,0,0,0,0,0,0,,SocksTexOnepoint,ワンポイントソックス,0
None,AllYear,5201,625,1,0,0,0,1,0,1,1,0,0,0,,SocksTexKids,キッズソックス,0
None,AllYear,5202,626,1,0,0,0,0,0,1,0,0,0,0,,SocksTexCrocheting,かぎばりあみソックス,0
None,AllYear,5203,627,0,0,0,1,0,1,0,0,1,0,0,,SocksTexSpider,スパイダーなタイツ,0
None,AllYear,5204,628,1,1,0,0,0,1,0,0,0,0,0,,SocksTexEmbroidery,はながらししゅうのタイツ,0
None,AllYear,5214,629,0,0,0,0,1,0,0,1,0,0,1,,SocksTexRun,ランニングタイツ,0
None,AllYear,5244,630,0,1,0,0,0,1,0,0,1,0,0,,AccessoryMouthDog,イヌのつけばな,0
Grin,AllYear,5245,631,0,1,0,1,0,0,0,0,0,0,0,,CapHatWitch,まじょのぼうし,1
None,AllYear,5256,632,1,0,0,0,1,0,0,1,0,0,0,,CapHatDenim,デニムキャップ,1
None,AllYear,5257,633,0,0,0,0,1,0,0,1,0,0,0,,CapHatCycle,サイクルキャップ,0
None,AllYear,5258,634,0,0,0,0,1,0,0,1,0,0,0,,CapHatOutdoor,アウトドアハット,0
None,Summer,5259,635,1,1,0,0,0,0,0,0,0,1,0,,CapHatKankanbo,カンカンぼう,0
None,AllYear,5260,636,1,0,1,0,0,1,0,0,0,0,0,,CapHatBeret,ベレーぼう,0
None,AllYear,5275,637,0,1,0,0,0,1,0,0,1,0,0,,CapHatOrange,オレンジのぼうし,0
None,AllYear,5276,638,0,1,0,0,0,1,0,0,1,0,0,,CapHatKiwi,キウイのぼうし,0
None,AllYear,5277,639,0,1,0,0,0,1,0,0,1,0,0,,CapHatStrawberry,いちごのぼうし,0
None,AllYear,5278,640,0,1,0,0,0,1,0,0,1,0,0,,CapHatGrape,ぶどうのぼうし,0
None,Summer,5279,641,0,1,0,0,0,1,0,0,1,1,0,,CapHatPineapple,パイナップルのぼうし,0
None,Summer,5280,642,0,1,0,0,0,1,0,0,1,1,0,,CapHatWatermelon,スイカのぼうし,0
None,AllYear,5281,644,0,0,0,0,0,0,0,0,0,0,1,,CapHatItamae,わぼうし,0
None,AllYear,5282,645,0,0,0,0,0,0,0,1,0,0,0,,CapHatCyclemet,サイクルヘルメット,0
Gymnastics,Summer,5283,646,0,0,0,0,1,0,0,1,0,1,0,,CapHatSwim,すいえいキャップ,0
None,AllYear,5284,647,1,0,1,0,0,0,0,0,0,0,0,,CapHatChina,チャイナハット,0
None,AllYear,11150,648,1,0,0,0,1,0,0,0,0,0,0,,BottomsTexPantsWideChino,ワイドチノ,0
None,AllYear,5286,649,1,0,0,0,1,0,0,0,0,0,0,,BottomsTexPantsNormalChemical,ケミカルウォッシュデニム,0
None,AllYear,5287,650,0,0,0,0,0,1,0,0,1,0,0,,TopsTexOnepieceOverallNHotdog,ホットドッグなふく,0
None,AllYear,5288,651,0,0,0,0,1,0,0,0,0,0,1,,TopsTexOnepieceOverallLFarmer,うでカバーつきつなぎ,0
None,AllYear,5289,652,1,0,0,0,1,0,0,0,0,0,0,,TopsTexTopOuterLChemical,ケミカルデニムジャケット,0
HappyWait,AllYear,5290,653,0,0,0,0,1,0,0,0,1,0,0,,TopsTexTopTshirtsLLive,ミュージックフェスなふく,0
None,AllYear,5291,654,0,1,0,0,1,0,0,0,0,0,0,,TopsTexTopCoatLStraw,みの,0
None,AllYear,5292,655,0,0,0,0,0,0,0,0,1,0,0,,TopsTexTopOuterLRepresent,レペゼンなふく,0
None,AllYear,5293,656,0,0,0,0,1,0,1,0,0,0,0,,CapHatTulip,チューリップハット,0
None,AllYear,5294,657,0,0,0,0,1,0,0,0,0,0,0,,CapHatBandana,ペイズリーのバンダナ,0
None,AllYear,5295,658,1,0,1,0,0,0,0,0,0,0,0,,CapHatTyrolean,チロリアンハット,0
None,AllYear,5296,659,0,1,1,0,0,1,0,0,0,0,0,,CapHatBowler,リボンボーラーハット,0
None,AllYear,5297,660,0,0,0,0,0,1,0,0,0,1,0,,CapHatStraw,つばひろストローハット,0
None,AllYear,5298,661,0,0,0,0,0,0,1,0,0,0,0,,CapHatShowercap,みずたまシャワーキャップ,0
None,AllYear,5301,662,1,0,1,0,0,0,0,0,0,0,1,,CapHatFelt,なかおれハット,0
None,AllYear,5299,663,0,1,0,1,0,0,0,0,0,0,0,,CapHatSimple,しっそなぼうし,0
Gymnastics,AllYear,5305,664,0,0,0,0,0,0,0,1,0,0,0,,CapHatSports,うんどうぼう,0
Sleepy,AllYear,10931,665,0,1,0,0,0,0,1,0,0,0,0,,CapHatNightcap,もこもこナイトキャップ,1
HappyWait,AllYear,5306,666,0,1,0,0,0,1,0,0,0,0,1,,CapHatSanta,サンタのぼうし,0
SmugFace,AllYear,5307,667,0,1,0,0,0,1,0,0,1,0,0,,CapHatCrown,おうかん,0
Shaki,AllYear,5308,668,0,1,0,0,0,0,0,0,1,0,0,,CapHatPaper,しんぶんしのかぶと,0
None,AllYear,5311,669,0,0,0,0,1,0,1,1,0,0,1,,CapHatTowel,タオル,0
None,AllYear,10933,670,1,0,0,0,0,0,1,0,0,0,0,,CapHatAcorn,どんぐりニット,0
None,AllYear,5316,671,0,0,0,0,1,0,0,0,0,0,0,,CapHatCombat,コンバットヘルメット,0
FesDance,AllYear,5317,673,0,0,0,0,0,0,0,1,1,0,0,,TopsTexTopYshirtsLCool,ダンスジャージ,0
None,AllYear,5322,674,0,0,0,1,1,0,0,0,0,0,0,,CapHatHokkamuri,ほっかむり,0
None,AllYear,5323,675,0,1,0,0,0,0,0,0,1,0,0,,CapHatCowl,メルヘンなずきん,1
None,AllYear,5324,676,0,1,0,1,0,0,0,0,1,0,0,,CapHatMummy,ミイラのかぶりもの,0
None,AllYear,5325,677,0,1,0,0,0,1,0,0,0,0,0,,CapHatRabbit,ウサギのかぶりもの,0
None,AllYear,5326,678,0,1,0,0,0,1,0,0,1,0,0,,CapHatCat,ネコのかぶりもの,0
None,AllYear,5327,679,0,0,0,1,0,0,0,0,0,0,0,,CapHatFaceknit,めだしぼう,0
None,AllYear,5328,680,0,1,0,1,0,0,0,0,1,0,0,,CapHatSkull,ガイコツのかぶりもの,0
None,AllYear,5329,681,1,0,0,0,1,0,0,0,0,0,0,,CapHatShallow,あさいニットぼう,0
