EmoticonTool,LowerSetting,UISortID,UniqueID,9f5123d4 u8,d5217761 u8,AsCommand,CancelFootSE,CancelFootprint,Comment,DisableEmoticon,Misc,MoveAs,ToolAsCommand
None,DisableOnlyLowerBody,65535,594,3,255,NpcSomen,0,0,NPC：そうめん,0,0,0,
None,DisableOnlyLowerBody,65535,595,3,255,NpcTakenAback,0,0,NPC：ビックリする,0,0,0,
None,DisableOnlyLowerBody,65535,596,0,255,NpcSpLookUp,0,0,特殊サービス：空を見上げる,0,68,0,
None,DisableOnlyLowerBody,65535,597,2,255,NpcSpScratchTummy,0,0,特殊サービス：腹を掻く,0,94,0,
None,DisableOnlyLowerBody,65535,598,1,255,NpcBook,0,0,NPC：読書,0,6,0,
None,DisableOnlyLowerBody,65535,599,2,255,NpcSpScratchFace,0,0,特殊サービス：顔を掻く,0,68,0,
None,DisableOnlyLowerBody,65535,600,0,255,NpcSpHghBrushHair,0,0,きぬよ：サービス：髪をいじる,0,64,0,
None,DisableOnlyLowerBody,65535,603,0,255,PlayerHalfAsleepStyling,0,0,Player:寝ぐせをなおす,0,0,0,
None,DisableOnlyLowerBody,65535,604,0,255,ChyNetSwingSp,0,0,レックス：サービス：アミ素振り,0,64,0,
None,DisableOnlyLowerBody,65535,605,0,255,SkkCoinPlay,0,0,シャンク：サービス：コイン遊び,0,68,0,
None,DisableOnlyLowerBody,65535,606,2,255,NpcSpCoolWait,0,0,特殊サービス：腰に手を当てる,0,64,0,
None,DisableOnlyLowerBody,65535,607,1,255,NpcNatureInterest,0,0,NPC：自然興味,0,30,0,
None,DisableOnlyLowerBody,65535,608,2,255,CommonCharaEditLand,1,0,撮影島：立ち着地,0,0,0,
None,EnableOnlyLowerBody_Sit,65535,609,3,255,CommonCharaEditLandChair,1,0,撮影島：イス着地,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,610,3,255,CommonCharaEditLandBed,1,0,撮影島：ベッド着地,0,0,0,
None,DisableOnlyLowerBody,65535,611,0,255,CommonCharaEditPinched,0,0,撮影島：つままれる,0,0,0,
None,DisableOnlyLowerBody,65535,612,0,255,CommonCharaEditSummon,0,1,撮影島：NPCを呼び出す,0,0,0,
None,DisableOnlyLowerBody,65535,615,0,255,NpcSpHgsMeddle,0,0,あさみ：サービス：ミシンをいじる,0,64,0,
None,DisableOnlyLowerBody,65535,616,0,255,NpcSpHgsWipeFace,0,0,あさみ：サービス：汗をぬぐう,0,64,0,
None,DisableOnlyLowerBody,65535,617,0,255,NpcSpHghApron,0,0,きぬよ：サービス：エプロン整える,0,64,0,
None,DisableOnlyLowerBody,65535,618,2,255,NpcSpStretch,0,0,特殊サービス：伸びをする,0,68,0,
None,DisableOnlyLowerBody,65535,627,2,255,PlayerShowAfterLearning,0,0,Player:覚えた後の見せびらかし,0,0,0,
None,DisableOnlyLowerBody,65535,628,1,255,SzaNewsSmile,0,0,しずえ：ささやかな笑顔,0,64,0,
None,DisableOnlyLowerBody,65535,629,2,255,BocSneezing,0,0,ウリ：サービス：くしゃみ,0,64,0,
None,DisableOnlyLowerBody,65535,630,2,15,PlayerItemPutawayLearningDIY,0,0,Player:DIY拾得しまい,0,20,0,
None,DisableOnlyLowerBody,65535,631,2,255,NpcSpSzaBrushHair,0,0,しずえ：サービス：髪をいじる,0,68,0,
None,DisableOnlyLowerBody,65535,632,0,255,NpcSpYoga,0,0,特殊サービス：ヨガ,0,64,0,
None,DisableOnlyLowerBody,65535,633,1,255,NpcSmartPhoneCheck,0,0,NPC：スマホを見る,0,20,0,
None,DisableOnlyLowerBody,65535,634,1,255,NpcStickLightCountdown,0,0,NPC：スティックライト,0,4,0,
None,DisableOnlyLowerBody,65535,635,1,255,NpcCheers,0,0,NPC：乾杯,0,6,0,
None,DisableOnlyLowerBody,65535,636,1,255,NpcRightSmartPhonePullout,0,0,NPC：スマホ取り出す右手,0,12,0,
None,DisableOnlyLowerBody,65535,637,1,255,NpcRightSmartPhonePutaway,0,0,NPC：スマホしまう右手,0,12,0,
None,DisableOnlyLowerBody,65535,640,0,255,NpcSpArrangeShort,0,0,特殊サービス：汎用がさごそ（来訪）,0,64,0,
None,EnableOnlyLowerBody_Swim,65535,641,3,255,NpcGreeting,0,0,NPC：挨拶,0,22,0,
None,DisableOnlyLowerBody,65535,643,7,255,CommonCharaEditTurn,1,0,撮影島：回転する,0,0,0,
None,DisableOnlyLowerBody,65535,644,2,255,FtrRotateDisableNoSound,0,0,Player:家具が回せない（エラー音なし）,0,0,0,
None,DisableOnlyLowerBody,65535,645,2,255,FtrPullDisableNoSound,0,0,Player:家具が引けない（エラー音なし）,0,0,0,
None,DisableOnlyLowerBody,65535,646,2,255,FtrPushDisableNoSound,0,0,Player:家具が押せない（エラー音なし）,0,0,0,
None,DisableOnlyLowerBody,65535,647,2,255,PlayerFallDown,1,0,Player:落ちる,0,0,0,
None,DisableOnlyLowerBody,65535,648,2,255,NpcWatchRoom,0,0,NPC：家具を見る（自宅）,0,0,0,
None,DisableOnlyLowerBody,65535,650,0,255,PlayerTicketTake,0,0,Player:発券されたチケットを受け取る,0,0,0,
None,DisableOnlyLowerBody,65535,651,3,255,NpcWatchInsect,0,0,NPC：虫を追いかける,0,0,0,
None,DisableOnlyLowerBody,65535,652,3,255,NpcWatchFurniture,0,0,NPC：家具を見る（汎用）,0,0,0,
None,DisableOnlyLowerBody,65535,653,3,255,NpcPose,0,0,NPC：ポーズをとる,0,0,0,
None,DisableOnlyLowerBody,65535,654,1,255,NpcSpray,0,0,NPC：霧吹き,0,0,0,
None,DisableOnlyLowerBody,65535,655,3,255,NpcWatchFurnitureWall,0,0,NPC：家具を見る（壁掛け）,0,0,0,
None,DisableOnlyLowerBody,65535,657,3,255,NpcSmellFurniture,0,0,NPC：においをかぐ（家具）,0,0,0,
None,DisableOnlyLowerBody,65535,660,3,255,NpcSitAction,0,0,NPC：椅子に座って時々アクション,0,30,0,
None,DisableOnlyLowerBody,65535,661,0,255,PlayerSeeSomebody,0,0,Player：おでかけお見送り,0,0,0,
None,DisableOnlyLowerBody,65535,662,0,255,PlayerGoToMeet,0,0,Player：おでかけ出迎え,0,0,0,
None,DisableOnlyLowerBody,65535,663,0,255,NpcNetSwing,0,0,NPC：アミを振る,0,0,0,
None,DisableOnlyLowerBody,65535,664,1,255,NpcNetTurn,0,0,NPC：アミ構えターン,0,0,0,
None,DisableOnlyLowerBody,65535,667,0,255,PlayerRiverMakerFallBuryFromLower,0,0,Player:川造成埋め、崖下から滝埋める,0,0,0,
None,DisableOnlyLowerBody,65535,670,2,255,PlayerEatEgg,0,0,Player:タマゴを食べる,0,30,0,
None,DisableOnlyLowerBody,65535,671,0,255,NpcSpPynDance,0,1,ぴょんたろう：ダンス,0,64,0,
None,DisableOnlyLowerBody,65535,672,2,255,PlayerPickup2GetDemo,0,0,Player:2層目拾ってゲットデモ,0,0,0,
None,DisableOnlyLowerBody,65535,673,0,255,NpcSpPynSighing,0,0,ぴょんたろう：ため息,0,64,0,
None,DisableOnlyLowerBody,65535,675,0,255,PlayerWorkbenchRemake,0,0,Player:作業台リメイク,0,0,0,
None,DisableOnlyLowerBody,65535,677,0,255,PlayerUseTowel,0,0,Player:ぞうきんを使う,0,0,0,
None,DisableOnlyLowerBody,65535,678,3,255,PlayerToSWalkReady,0,0,Player:カニ歩きに入る準備,0,0,0,
None,DisableOnlyLowerBody,65535,679,3,255,PlayerToSWalkReadyWait,0,0,Player:カニ歩きに入る準備待機,0,0,0,
None,DisableOnlyLowerBody,65535,680,3,255,PlayerToSWalkAction,1,0,Player:カニ歩きに入るアクション,0,0,0,
None,DisableOnlyLowerBody,65535,681,3,255,PlayerSWalkReady,0,0,Player:カニ歩き準備,0,0,0,
None,DisableOnlyLowerBody,65535,682,3,255,PlayerSWalkReadyWait,0,0,Player:カニ歩き準備待機,0,0,0,
None,DisableOnlyLowerBody,65535,683,3,255,PlayerSWalkAction,1,0,Player:カニ歩きアクション,0,0,0,
None,DisableOnlyLowerBody,65535,684,3,255,PlayerExitSWalkReady,0,0,Player:カニ歩きから出る準備,0,0,0,
None,DisableOnlyLowerBody,65535,685,3,255,PlayerExitSWalkReadyWait,0,0,Player:カニ歩きから出る準備待機,0,0,0,
None,DisableOnlyLowerBody,65535,686,3,255,PlayerExitSWalkAction,0,0,Player:カニ歩きから出るアクション,0,0,0,
None,EnableOnlyLowerBody_SWalk,65535,687,3,255,PlayerSWalkWait,0,0,Player:カニ歩きウェイト,0,0,0,
None,DisableOnlyLowerBody,65535,689,0,255,NpcBoxing,0,0,NPC：ボクシング,0,0,0,
None,DisableOnlyLowerBody,65535,690,0,255,NpcMaracas,0,0,NPC：マラカス,0,0,0,
None,DisableOnlyLowerBody,65535,691,3,255,NpcWatchTv,0,0,テレビを見る,0,30,0,
None,DisableOnlyLowerBody,65535,692,0,255,PlayerWorkbenchGetDemoKeep,0,0,Player:作業台ゲットデモキープ,0,0,0,
None,DisableOnlyLowerBody,65535,695,0,255,PlayerOffTowel,0,0,Player:ぞうきんで消す,0,0,0,
None,DisableOnlyLowerBody,65535,696,0,255,PlayerFinishTowel,0,0,Player:ぞうきん疲れる,0,0,0,
None,DisableOnlyLowerBody,65535,699,0,255,SeoSurface,0,0,ラコスケ：浮上,0,64,0,
None,DisableOnlyLowerBody,65535,700,0,255,SeoDive,0,0,ラコスケ：潜る,0,64,0,
None,DisableOnlyLowerBody,65535,701,0,255,SeoBackward,0,0,ラコスケ：仰向けになる,0,64,0,
None,DisableOnlyLowerBody,65535,702,0,255,SeoSwim,1,0,ラコスケ：泳ぐ（移動）,0,64,0,
None,DisableOnlyLowerBody,65535,703,0,255,SeoEat,0,0,ラコスケ：食べる,0,64,0,
None,EnableOnlyLowerBody_Swim,65535,704,0,255,PlayerSwimGoOut,1,0,Player:陸に上がる（泳ぎ）,0,0,0,
None,DisableOnlyLowerBody,65535,706,0,255,NpcHula,0,0,NPC：フラダンス,0,0,0,
None,DisableOnlyLowerBody,65535,707,2,255,NpcStepOn,0,0,NPC：落ち葉を踏む,0,0,0,
None,EnableOnlyLowerBody_Swim,65535,709,2,8,SeoSwimWait,1,0,ラコスケ：泳ぎウエイト,0,80,0,
None,DisableOnlyLowerBody,65535,712,0,255,CommonFireworkSwing,0,0,Player:手持ち花火を振りまわす,0,12,0,
None,DisableOnlyLowerBody,65535,717,0,255,PlayerJumpInWater_UpEnd,1,1,Player:ジャンプして入水[浮上終了]（泳ぎ）,0,0,0,
None,DisableOnlyLowerBody,65535,718,0,255,PlayerJumpInWater_Up,1,1,Player:ジャンプして入水[浮上]（泳ぎ）,0,0,0,
None,DisableOnlyLowerBody,65535,719,0,255,PlayerJumpInInWater_Down,1,1,Player:ジャンプして入水[潜り]（泳ぎ）,0,0,0,
None,DisableOnlyLowerBody,65535,720,0,255,CommonToolHand10300,0,0,道具持ちアニメ夏,0,0,0,
None,DisableOnlyLowerBody,65535,721,0,255,CommonBalloonAction,0,0,Player:風船を引っ張る,0,12,0,
None,DisableOnlyLowerBody,65535,722,0,255,CommonToolHand20000,0,0,道具持ちアニメ有償,0,0,0,
None,DisableOnlyLowerBody,65535,734,0,255,NpcGymnasticsExist,0,0,NPC：体操（OneRoom）,0,0,0,
None,DisableOnlyLowerBody,65535,735,1,255,NpcBookExist,0,0,NPC：読書（OneRoom）,0,6,0,
None,DisableOnlyLowerBody,65535,736,1,255,NpcWorkoutExist,0,0,NPC：筋トレ（OneRoom）,0,0,0,
None,DisableOnlyLowerBody,65535,737,1,255,NpcYogaExist,0,0,NPC：ヨガ（OneRoom）,0,0,0,
None,EnableOnlyLowerBody_Swim,65535,739,0,255,PlayerCatchDiveFish,1,0,Player:海の幸捕獲アクション,0,0,0,
None,DisableOnlyLowerBody,65535,740,2,255,GulBLostPhone,0,0,ジョニー（海賊）：スマホをなくす,0,78,0,
None,DisableOnlyLowerBody,65535,741,1,255,NpcSprayExist,0,0,NPC：霧吹き（OneRoom）,0,0,0,
None,DisableOnlyLowerBody,65535,742,1,255,NpcEatingExist,0,0,NPC：食べる（OneRoom）,0,4,0,
None,DisableOnlyLowerBody,65535,743,1,255,NpcDrinkingExist,0,0,NPC：飲む（OneRoom）,0,4,0,
None,DisableOnlyLowerBody,65535,744,0,255,NpcFireworkSetOff,0,0,NPC：花火をする,0,0,0,
None,DisableOnlyLowerBody,65535,745,0,255,NpcFireworkEnd,0,0,NPC：花火をする（終了）,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,746,4,255,PlayerDreamPreparation,1,1,Player:夢入眠姿勢,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,747,4,255,PlayerDreamMoveInto,1,1,Player:夢の中でプレイアブル,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,748,4,255,PlayerDreamWakeUp,1,1,Player:夢から覚める,0,0,0,
None,EnableOnlyLowerBody_Bed,65535,749,4,255,PlayerDreamOpenEyes,1,1,Player:夢見先で目を開ける,0,0,0,
None,DisableOnlyLowerBody,65535,754,0,255,NpcSpCuteWait,0,0,ゆめみ：サービス：腰に手を当てる,0,64,0,
None,DisableOnlyLowerBody,65535,755,0,0,NpcTambourineSoundExist,0,0,NPC：タンバリンを鳴らす（OneRoom）,0,6,0,
None,DisableOnlyLowerBody,65535,756,0,255,NpcCleaningExist,0,0,NPC：そうじ（ほうき・OneRoom）,0,0,0,
None,DisableOnlyLowerBody,65535,757,1,255,NpcDusterExist,0,0,NPC：そうじ（はたき・OneRoom）,0,0,0,
None,DisableOnlyLowerBody,65535,758,3,255,PlayerEnterInWater,1,0,Player:海に歩いて入る,0,0,0,
None,EnableOnlyLowerBody_Swim,65535,759,0,255,PlayerDiveStride_FlapFoot,1,0,Player:潜水ひとかぎ移動(A長押し),0,0,0,
None,EnableOnlyLowerBody_Swim,65535,760,0,255,PlayerSwimStride_FlapFoot,1,0,Player:泳ぎひとかき移動(A長押し),0,0,0,
None,DisableOnlyLowerBody,65535,761,2,255,NpcFtrSwitchWallHang,0,0,Npc:家具(壁掛け)のスイッチ切り替え,0,30,0,
None,EnableOnlyLowerBody_Bed,65535,765,4,255,PlayerDreamPreparationKeep,1,1,Player:夢入眠姿勢キープ,0,0,0,
None,DisableOnlyLowerBody,65535,766,0,255,CommonToolHand10400,0,0,道具持ちアニメ夏２,0,0,0,
None,DisableOnlyLowerBody,65535,767,0,255,PlayerPennantWaveUp,0,0,Player:ペナントを振り上げる,0,4,0,
None,DisableOnlyLowerBody,65535,768,0,255,PlayerPennantWaveKeep,0,0,Player:ペナントを振り続ける,0,4,0,
None,DisableOnlyLowerBody,65535,769,0,255,PlayerPennantWaveDown,0,0,Player:ペナントを下ろす,0,4,0,
None,DisableOnlyLowerBody,65535,770,2,255,PlayerFireworkPutSetOff,0,0,Player:置き花火に点火,0,0,0,
None,DisableOnlyLowerBody,65535,771,2,255,PlayerFireworkPutReady,0,0,Player:置き花火に点火Ready,0,0,0,
None,DisableOnlyLowerBody,65535,772,2,255,PlayerFireworkPutReadyKeep,0,0,Player:置き花火に点火ReadyKeep,0,0,0,
None,DisableOnlyLowerBody,65535,774,0,255,NpcRollDance,0,0,NPC：ロールダンス,0,0,0,
None,DisableOnlyLowerBody,65535,775,0,255,NpcPunchingBall,0,0,NPC：パンチングボール,0,0,0,
None,DisableOnlyLowerBody,65535,776,2,255,PlayerDrawLots,0,0,Player:花火大会くじひく,0,0,0,
None,DisableOnlyLowerBody,65535,778,2,255,SzaFireworks,0,0,しずえ：サービス：花火を見る,0,64,0,
None,EnableOnlyLowerBody_Bed,65535,782,4,255,PlayerDreamPreparationOpenEye,0,0,Player:夢入眠姿勢目を開ける,0,0,0,
None,DisableOnlyLowerBody,65535,783,0,12,PlayerTumbleUpper,0,0,Player:転ぶ道具分岐用上半身コマンド,0,2,0,
None,DisableOnlyLowerBody,65535,784,0,255,NpcSpArrangeHigh,0,0,特殊サービス：汎用がさごそ（高いとこ）,0,64,0,
None,DisableOnlyLowerBody,65535,785,2,255,PlayerFixLadderAction,1,1,Player:設置ハシゴアクション(接地、昇降、回収),0,0,0,
None,DisableOnlyLowerBody,65535,786,2,255,PlayerFixLadderReadyWait,0,0,Player:設置ハシゴ、準備後、待機,0,0,0,
None,DisableOnlyLowerBody,65535,787,2,255,PlayerFixLadderReady,0,0,Player:設置ハシゴ、準備,0,0,0,
None,DisableOnlyLowerBody,65535,788,2,255,PlayerFacePanelAction,0,0,Player:顔ハメ看板アクション,0,0,0,
None,DisableOnlyLowerBody,65535,789,2,255,PlayerFacePanelKeep,0,0,Player:顔ハメ看板姿勢維持,0,0,0,
None,DisableOnlyLowerBody,65535,790,3,255,PlayerBeTeased,0,0,Player:ハロウィン:いたずらされる,0,0,0,
None,DisableOnlyLowerBody,65535,791,0,255,NpcPrank,0,0,NPC：ハロウィン：いたずらする,0,0,0,
None,DisableOnlyLowerBody,65535,793,0,255,PlayerFacePanelEmotionSmile,0,0,Player:顔ハメ看板表情：スマイル,0,0,0,
None,DisableOnlyLowerBody,65535,794,0,255,PlayerFacePanelEmotionHappy,0,0,Player:顔ハメ看板表情：ハイテンション,0,0,0,
None,DisableOnlyLowerBody,65535,795,0,255,PlayerFacePanelEmotionHalfEye,0,0,Player:顔ハメ看板表情：半目,0,0,0,
None,DisableOnlyLowerBody,65535,796,0,255,PlayerFacePanelEmotionCool,0,0,Player:顔ハメ看板表情：かっこつけ,0,0,0,
None,DisableOnlyLowerBody,65535,797,0,255,PlayerFacePanelEmotionBigEye,0,0,Player:顔ハメ看板表情：でかい目,0,0,0,
None,DisableOnlyLowerBody,65535,798,0,255,PknTouchHead,0,0,パンプキング：頭をいじる,0,64,0,
None,DisableOnlyLowerBody,65535,799,0,255,PlayerFacePanelEmotionDefault,0,0,Player:顔ハメ看板表情：デフォルト,0,0,0,
None,DisableOnlyLowerBody,65535,811,0,255,PknPrank,0,0,パンプキング：特殊NPC：いたずら,0,64,0,
None,DisableOnlyLowerBody,65535,812,0,255,CommonToolHand10600,0,0,道具持ちアニメ冬,0,0,0,
None,DisableOnlyLowerBody,65535,820,3,255,NpcForks,0,0,NPC:フォークとナイフにこにこ,0,4,0,
None,DisableOnlyLowerBody,65535,821,2,255,NpcMedicalRecord,0,0,NPC：カルテを見る,0,20,0,
None,DisableOnlyLowerBody,65535,822,0,255,NpcFryingpanShake,0,0,NPC：フライパンを振る(成功),0,0,0,
None,DisableOnlyLowerBody,65535,823,3,255,NpcWatchExist,0,0,NPC：家具を見る（OneRoom）,0,30,0,
None,DisableOnlyLowerBody,65535,826,0,255,TukCookingStir,0,0,フランクリン：サービス：鍋を混ぜる,0,64,0,
None,DisableOnlyLowerBody,65535,827,0,255,TukCookingSprinkle,0,0,フランクリン：サービス：スパイスを振る,0,64,0,
None,DisableOnlyLowerBody,65535,828,3,255,TukCookingSmell,0,0,フランクリン：サービス：においをかぐ,0,64,0,
None,DisableOnlyLowerBody,65535,830,0,255,RadioGymnasticsSp,0,0,Player:ラジオ体操、振付sp,0,0,0,
None,DisableOnlyLowerBody,65535,831,0,255,RadioGymnastics03,0,0,Player:ラジオ体操、振付3,0,0,0,
None,DisableOnlyLowerBody,65535,832,0,255,RadioGymnastics02,0,0,Player:ラジオ体操、振付2,0,0,0,
None,DisableOnlyLowerBody,65535,833,0,255,RadioGymnastics01,0,0,Player:ラジオ体操、振付1,0,0,0,
None,DisableOnlyLowerBody,65535,834,0,255,PlayerCheers,0,0,Player:乾杯,0,6,0,
None,DisableOnlyLowerBody,65535,835,0,255,RadioGymnastics05,0,0,Player:ラジオ体操、振付5,0,0,0,
None,DisableOnlyLowerBody,65535,836,2,255,PlayerSimpleComplete,0,0,Player:プレイヤ、簡易達成アニメ,0,16,0,
None,DisableOnlyLowerBody,65535,837,0,255,NpcSpArrangeHighLoop,0,0,特殊サービス：汎用がさごそ（高いとこ）Loop,0,30,0,
None,DisableOnlyLowerBody,65535,838,0,255,ReiCarryBag,0,0,ジングル：袋を持ち直す,0,64,0,
None,DisableOnlyLowerBody,65535,839,0,255,NpcSpArrangeHighLoopForCook,0,0,特殊サービス：汎用がさごそ（料理用）Loop,0,30,0,
None,EnableOnlyLowerBody_Sit,65535,842,3,255,NpcFloating,0,0,NPC：海に浮かぶ,0,30,0,
None,DisableOnlyLowerBody,65535,843,0,0,CommonMaracasSoundL,0,0,マラカスを鳴らす(左),0,6,0,
None,DisableOnlyLowerBody,65535,844,0,0,CommonMaracasSoundR,0,0,マラカスを鳴らす(右),0,6,0,
None,DisableOnlyLowerBody,65535,845,0,255,RadioGymnastics06,0,0,Player:ラジオ体操、振付6,0,0,0,
None,DisableOnlyLowerBody,65535,846,0,255,CommonToolHand10700,0,0,道具持ちアニメ2021新年,0,0,0,
None,DisableOnlyLowerBody,65535,847,2,255,PckDanceHyper,0,0,ベルリーナ：会話中用ダンス,0,64,0,
None,DisableOnlyLowerBody,65535,849,2,255,PckDanceWait,0,0,ベルリーナ：ダンスウェイト,0,64,0,
None,DisableOnlyLowerBody,65535,850,2,255,PckDanceHyperRotate,0,0,ベルリーナ：回りながらダンス,0,64,0,
None,DisableOnlyLowerBody,65535,852,0,255,PlayerWarpPipeJumpIn,1,1,Player:ワープどかん：飛び込み,0,0,0,
None,DisableOnlyLowerBody,65535,853,0,255,PlayerWarpPipeJumpOut,0,1,Player:ワープどかん：飛び出し,0,0,0,
None,DisableOnlyLowerBody,65535,857,2,255,NpcIntoSwitch,0,0,NPC：スイッチ連打,0,30,0,
None,DisableOnlyLowerBody,65535,858,0,255,NpcSickBedSleep,0,0,NPC：辛そうに寝る,0,4,0,
None,DisableOnlyLowerBody,65535,859,0,255,NpcSickChairSitting,0,0,NPC：辛そうに座る,0,4,0,
None,DisableOnlyLowerBody,65535,860,2,255,MaReOtgHappy,0,0,タクミ：特殊漫符：決めポーズ,0,94,0,
None,DisableOnlyLowerBody,65535,861,2,255,MaReMncHappy,0,0,ニコ：特殊漫符：決めポーズ,0,94,0,
None,DisableOnlyLowerBody,65535,862,0,255,PlayerMegaphone,1,0,Player:おうえんメガホン,0,4,0,
None,DisableOnlyLowerBody,65535,863,2,255,PckViva,0,0,ベルリーナ：ビバ,0,64,0,
None,DisableOnlyLowerBody,65535,864,2,255,PckVivaTwice,0,0,ベルリーナ：ビバ（2回）,0,64,0,
None,DisableOnlyLowerBody,65535,865,0,255,NpcSpDrinkingExist,0,0,特殊サービス：飲む：2.0,0,68,0,
None,DisableOnlyLowerBody,65535,866,0,255,NpcSpDrinkingSitExist,0,0,特殊サービス：飲む（座り）：2.0,0,68,0,
None,DisableOnlyLowerBody,65535,869,0,255,CommonToolHand10800,0,0,道具持ちアニメ2021春,0,0,0,
None,DisableOnlyLowerBody,65535,870,2,255,PckVivaOneColor,0,0,ベルリーナ：ビバ（ノーマルのはね）,0,64,0,
None,DisableOnlyLowerBody,65535,871,0,255,NpcFullStomach,0,0,NPC:おなかいっぱい,0,4,0,
None,DisableOnlyLowerBody,65535,872,0,255,NpcArrangeExist,0,0,NPC：がさごそ（OneRoom）,0,4,0,
None,DisableOnlyLowerBody,65535,873,0,255,CommonClosetUISame,0,0,着替えポーズ：同じポーズ,0,0,0,
None,DisableOnlyLowerBody,65535,874,0,255,CommonClosetUISeparate,0,0,着替えポーズ：バラバラポーズ,0,0,0,
None,DisableOnlyLowerBody,65535,875,0,255,CommonClosetUISymmetry,0,0,着替えポーズ：シンメトリーポーズ,0,0,0,
None,DisableOnlyLowerBody,65535,876,0,255,NpcObservationExist,0,0,NPC：虫眼鏡（OneRoom）,0,4,0,
None,DisableOnlyLowerBody,65535,877,1,255,NpcSmartPhonePressExist,0,0,NPC：スマホ撮影(OneRoom),0,0,0,
None,DisableOnlyLowerBody,65535,878,1,255,NpcSmartPhoneCheckExist,0,0,NPC：スマホを見る（OneRoom）,0,20,0,
None,DisableOnlyLowerBody,65535,880,2,255,MaReOtgPretty,1,0,タクミ：特殊漫符：決めポーズ（喜）,0,94,0,
None,DisableOnlyLowerBody,65535,882,2,255,MaReManHappy,0,0,ナッティー：特殊漫符：決めポーズ,0,94,0,
None,DisableOnlyLowerBody,65535,883,0,255,RadioGymnastics04,0,0,Player:ラジオ体操、振付4,0,0,0,
None,DisableOnlyLowerBody,65535,884,0,255,RadioGymnastics07,0,0,Player:ラジオ体操、振付7,0,0,0,
None,DisableOnlyLowerBody,65535,885,0,255,NpcSchoolDemoStudent,0,0,NPC：施設デモ：学校：生徒,0,30,0,
None,DisableOnlyLowerBody,65535,886,3,255,NpcSpaceOut,0,0,NPC：上の空（OneRoom）,0,6,0,
None,DisableOnlyLowerBody,65535,887,2,255,NpcRandomSwitch,0,0,NPC：スイッチランダム,0,30,0,
None,DisableOnlyLowerBody,65535,888,3,255,NpcWatchFacility,0,0,NPC：家具を見る（OneRoom施設）,0,0,0,
None,DisableOnlyLowerBody,65535,889,3,255,NpcFascinated,0,0,NPC：見惚れる,0,68,0,
None,DisableOnlyLowerBody,65535,890,3,255,NpcConversationTalkExist,0,0,NPC：かけあい：雑談：返答①,0,30,0,
None,DisableOnlyLowerBody,65535,891,3,255,NpcConversationTalkAnswerExist,0,0,NPC：かけあい：雑談：返答②,0,30,0,
None,DisableOnlyLowerBody,65535,892,3,255,NpcConversationTeacherExplain,0,0,NPC：かけあい：先生：説明,0,30,0,
None,DisableOnlyLowerBody,65535,893,0,255,PlayerFlowerThrow,1,0,Player:花をまく,0,4,0,
None,DisableOnlyLowerBody,65535,894,0,255,CommonToolHand11000,0,0,道具持ちアニメ2021夏,0,0,0,
None,DisableOnlyLowerBody,65535,895,3,255,NpcSeeNeighbor,0,0,NPC：興味行動（見つめる）,0,30,0,
None,DisableOnlyLowerBody,65535,897,3,255,NpcWatchWindow,0,0,NPC：窓を見る（OneRoom）,0,0,0,
None,DisableOnlyLowerBody,65535,898,3,255,NpcMedicalCheck,0,0,NPC：かけあい：医者：診察する,0,30,0,
None,DisableOnlyLowerBody,65535,899,3,255,NpcListen,0,0,NPC：聞き入る,0,68,0,
None,DisableOnlyLowerBody,65535,900,0,255,NpcSpManCloth,0,0,ナッティー：雑巾（デモ）,0,64,0,
None,DisableOnlyLowerBody,65535,901,2,255,CommonDoorInGoahead,0,0,別荘専用ドア入り,0,0,0,
None,DisableOnlyLowerBody,65535,902,2,255,CommonDoorOutGoahead,0,0,別荘専用ドアから出る,0,0,0,
None,DisableOnlyLowerBody,65535,903,0,255,NpcFryingpanMistake,0,0,NPC：フライパンを振る(失敗),0,0,0,
None,DisableOnlyLowerBody,65535,904,2,255,NpcOrderList,0,0,NPC：オーダーリストを見る,0,0,0,
None,DisableOnlyLowerBody,65535,905,0,255,NpcMusclePose,0,0,NPC：マッスルポーズ,0,0,0,
None,DisableOnlyLowerBody,65535,906,2,255,MaReMncHappyS,0,0,ニコ：特殊漫符：決めポーズ(小),0,94,0,
None,DisableOnlyLowerBody,65535,908,3,255,PlayerHospitalDemoGetTreatment,1,0,Player：施設デモ：病院：治療を受ける,0,30,0,
None,DisableOnlyLowerBody,65535,909,0,255,NpcMcasSound,0,0,NPC：マラカスを鳴らす,0,6,0,
None,DisableOnlyLowerBody,65535,910,0,255,NpcFan,0,0,NPC：うちわであおぐ,0,20,0,
None,EnableOnlyLowerBody_Sit,65535,911,3,255,NpcFloatingcSpaceOut,0,0,NPC：海に浮かんでぼーっとする,0,30,0,
None,DisableOnlyLowerBody,65535,913,0,255,NpcSpTypingExist,0,0,特殊サービス：PCカタカタ：2.0,0,68,0,
None,DisableOnlyLowerBody,65535,914,0,255,NpcSpDusterHighExist,0,0,特殊サービス：はたき（高）：2.0,0,64,0,
None,DisableOnlyLowerBody,65535,915,0,255,NpcSpArrangeExist,0,0,特殊サービス：汎用がさごそ：2.0,0,68,0,
